account_id,risk_level,risk_score,total_transactions,total_amount,max_transactions,unique_receivers
1314797194,Severe,120,391,3072213.78,459762.34,37
1315839027,Severe,120,420,2579738.42,314715.88,35
1315891004,High,80,194,3033435.92,781225.74,20
1316214385,High,80,182,2382687.98,515066.37,16
1316458123,Severe,120,456,3026264.15,260452.61,41
1316671530,High,90,604,4516967.59,212488.39,48
1316732319,High,80,278,2962691.64,469490.49,31
1317735458,Severe,120,558,3267569.12,282914.02,46
1318348720,Severe,120,474,4453928.91,285007.51,45
1319701346,High,90,365,2819171.16,176084.9,32
1320529492,Severe,120,530,4332954.1,699095.89,48
1320927231,Severe,120,422,4186216.85,463794.66,40
1321309228,High,80,253,3164125.78,401796.53,27
1322464506,High,80,186,1559023.81,479490.9,23
1322696704,Severe,120,359,5264331.73,796323.85,36
1323087060,Severe,120,508,4513980.3,388579.71,46
1324002983,Severe,120,402,3546825.53,705633.24,39
1324402753,High,90,506,3183922.18,140865.35,47
1325698344,Severe,120,358,4233848.48,394983.42,34
1326183659,Severe,120,307,3080559.81,581591.43,32
1327034970,Severe,120,302,1661156.84,435515.7,30
1329527477,Severe,120,499,4568400.99,646729.95,45
1329634219,High,80,16,1073319.25,805349.37,4
1331038572,High,80,242,2122550.85,539670.11,27
1332443097,High,90,541,4015511.69,236804.32,49
1332507175,High,80,257,2219967.73,542456.62,33
1332547234,High,80,265,3539620.82,665184.89,27
1332661544,High,80,147,1325535.55265081,679443.73,16
1332670678,Severe,120,390,3922008.22,332320.46,36
1333192358,Severe,120,599,4325819.82,637120.77,57
1334153338,Severe,120,413,2610072.04,363938.43,36
1334298898,High,90,361,2405577.59,237830.13,40
1334700333,Severe,120,450,5192422.86,476086.28,42
1335565826,High,90,472,3195148.73,236020.89,40
1335875335,High,80,119,1486096.19,368481.05,11
1337312343,High,90,501,2428682.75,112857.0,42
1337587066,Severe,120,434,3210614.27,281080.59,39
1337713061,Severe,120,546,5185866.34,272462.69,53
1339181592,Severe,120,481,3719223.9,343356.43,46
1339770900,High,80,247,2679923.39,351698.18,29
1339917371,High,80,6,520986.4,505684.39,4
1340109383,Severe,120,450,3145842.42,456849.39,40
1340319213,High,90,551,4787217.51,127129.81,51
1340429375,Severe,120,502,3602219.32,257751.17,46
1341690739,Severe,120,561,4921756.23,788184.21,53
1341822458,Severe,120,357,3898228.47,807239.41,34
1342581274,Severe,120,490,4930798.42,706761.6,46
1345879556,Severe,120,466,3544805.7,268151.24,37
1346256956,High,80,289,2253671.15,267625.52,29
1347501063,Severe,120,323,2055884.81,299757.23,33
1349714145,Severe,120,462,3015789.99,281054.91,40
1351113583,Severe,120,312,2735504.63,291238.19,33
1352298150,Severe,120,547,3987593.83,516170.75,46
1352581013,High,90,414,3335758.14,170622.58,37
1353454680,High,90,538,4940344.6,209881.73,48
1354594000,Severe,120,535,5782790.29,744780.12,47
1355355788,High,80,273,3774530.65,988316.36,22
1358482520,High,90,476,3449678.23,237774.2,46
1358661719,Severe,120,390,3145467.42,525227.13,37
1358846797,Severe,120,321,2806594.16,486263.32,29
1359048699,Severe,120,318,2058802.46,870217.44,33
1359170155,High,90,381,2670514.82,204311.41,35
1361076665,Severe,120,476,4017869.88,646627.95,45
1362035834,High,80,239,2348940.83259891,787773.46,24
1362914629,Severe,120,492,5087911.06,813223.45,40
1363698628,High,80,142,1750504.33048396,378629.75,15
1366863804,Severe,120,462,3788663.62,336982.19,40
1368077168,Severe,120,352,3955489.24,601385.58,34
1369189025,High,80,190,1966465.52,408674.02,22
1369330563,Severe,120,350,3104819.53,294196.08,31
1369446998,Severe,120,338,2967735.37,503698.56,34
1369617162,High,80,11,428346.2,402705.52,3
1369632785,High,80,15,493128.58,423241.9,4
1370021806,Severe,120,541,5758022.36,786868.85,49
1370553330,High,80,21,545806.69,402506.93,10
1371232910,High,90,326,2124968.48,224873.8,32
1371266721,Severe,120,457,2787273.14,458177.58,47
1373248307,High,80,18,930641.75,810373.14,3
1374682998,High,80,117,1246798.28,418642.64,16
1375346801,High,90,315,3441776.5,114474.16,33
1377603863,Severe,120,517,4808977.64,573207.4,49
1378098089,High,90,366,1674414.08,164084.05,29
1378759721,Severe,120,403,3312793.34,589797.86,37
1379669060,High,90,436,1780998.85,105007.39,33
1381060944,High,90,397,3618729.01,244711.74,38
1381484105,Severe,120,475,4480246.8,333117.75,46
1381525494,High,90,432,2385844.47,105026.27,37
1382495057,High,90,422,3818102.68,249547.49,39
1382674404,Severe,120,544,3966754.89,568188.04,48
1384334646,Severe,120,352,2964011.2,373238.11,33
1384485602,High,80,248,3824122.12,457254.29,28
1385457734,Severe,120,433,4388220.95,600379.04,38
1385946754,High,80,232,2054454.47,415849.26,22
1386366403,High,90,425,2709777.34,123302.77,44
1386801348,Severe,120,420,4152316.77,252993.77,39
1387079033,High,80,285,3454415.68,835337.06,33
1387237847,Severe,120,317,2312214.22,669454.84,33
1388397986,High,90,389,3151001.12,228245.11,37
1388477469,Severe,120,330,3091714.27,327012.65,38
1389985052,High,90,427,3461730.27,129064.75,40
1393957539,Severe,120,344,2074157.55,435831.06,34
1393990752,Severe,120,407,4486176.46,508083.11,38
1394578062,Severe,120,564,6515695.15,923983.0,47
1396808599,Severe,120,472,4859033.6,494477.42,44
1397254398,High,80,5,766495.52,517321.41,3
1398057556,Severe,120,479,2868582.45,354403.9,41
1398369114,High,80,231,2515542.57,592959.28,29
1398933270,Severe,120,410,2847891.47,685424.3,32
1400279626,High,80,164,2047999.94,705680.46,15
1401850201,Severe,120,396,4131885.26,623094.89,34
1402060341,Severe,120,393,3444934.16,655750.08,33
1402296413,High,80,84,858370.65,429174.38,15
1402732874,Severe,120,510,3943140.57,950307.38,44
1403092695,High,90,315,2074928.94,156415.19,27
1403275427,High,80,139,2675622.93,731912.16,17
1403563950,Severe,120,513,5236933.09,714973.12,48
1407059664,Severe,120,361,2879392.01,259390.01,28
1407262728,High,80,293,3051016.46,616118.23,31
1407643196,High,90,403,3112457.73,121272.99,37
1408273341,Severe,120,387,2113213.64,269305.18,37
1408330109,Severe,120,670,5416781.95,495456.46,55
1408775835,High,80,208,1445640.18,374006.18,20
1409022290,Severe,120,564,5148529.47,781236.38,48
1409446748,Severe,120,588,5008940.16,254886.3,52
1409868025,Severe,120,388,2704164.63,439216.71,36
1409881402,High,80,224,2880199.33,904267.48,20
1410035076,Severe,120,443,3305216.37,311885.75,46
1410701185,Severe,120,363,3410255.0,674095.41,37
1412623057,High,80,287,2312971.77,344406.32,30
1413590751,Severe,120,458,3096474.89,338903.04,39
1414406969,Severe,120,440,5519794.55,828021.02,40
1415118209,Severe,120,353,2851758.8,434092.07,31
1416495296,High,80,19,1154063.03,816443.61,5
1417059993,Severe,120,419,2641000.74,387616.44,35
1417685767,High,80,8,823619.53,672707.12,4
1418533873,Severe,120,317,2636362.6,444628.72,30
1418787240,High,80,133,1905291.4,470996.05,12
1420651731,Severe,120,524,4341510.82,586008.76,47
1420714251,Severe,120,314,2864971.17,974503.27,32
1420870201,Severe,120,347,2802567.29,364215.92,34
1420916586,Severe,120,418,4226486.6,314319.21,39
1421399503,High,90,374,3375667.25,248892.23,36
1423145503,High,90,581,3239880.4,119142.39,48
1423934830,High,80,3,339397.46,323982.29,2
1423970822,Severe,120,536,4883763.22,519731.8,46
1425529588,High,90,467,2934632.7,145566.09,45
1425703750,High,90,538,5213819.22,177390.41,45
1425812742,High,90,499,3639686.35,126292.11,45
1426173499,High,90,489,2590809.95,224972.05,44
1426850668,High,80,232,1666963.71,291902.35,25
1426858403,Severe,120,431,3028813.32,365675.92,39
1427665401,Severe,120,404,3383458.6,442622.97,38
1428726697,Severe,120,600,4586425.65,370975.12,53
1429582712,High,80,278,3222811.81,329476.26,24
1430505032,High,80,199,1660836.08,405266.57,28
1430839675,High,90,544,3889901.2,222261.5,50
1432278808,Severe,120,612,4507056.96,662085.07,50
1433698523,Severe,120,312,2948674.84,309947.68,30
1435081937,Severe,120,375,4031691.09,730852.64,43
1435694960,High,90,331,2335366.74,117696.86,32
1435757820,Severe,120,488,4026505.05,665409.09,44
1435792489,High,90,406,3275884.33,235120.58,42
1437157600,High,90,436,3606686.14,140795.44,36
1437921699,High,80,10,764557.557323382,690425.09,5
1438502670,Severe,120,450,2480703.65,375697.73,42
1439703569,Severe,120,370,3871934.08,342398.45,38
1440032555,Severe,120,326,2546862.46,294411.46,29
1440837240,High,80,99,1150383.87,330668.04,14
1441008505,Severe,120,319,2703963.21,318817.41,30
1441893164,Severe,120,535,4376926.11,437317.95,49
1443017337,Severe,120,460,3166699.06,292831.17,44
1443312989,Severe,120,478,3298338.59,274733.82,47
1443398893,Severe,120,414,3795048.56,829582.53,43
1443642281,Severe,120,582,5165170.51,441060.08,48
1444868098,High,90,471,3826702.06,100566.65,42
1445053268,High,80,245,2623938.98,865588.2,23
1445360525,Severe,120,409,5200627.22,652032.09,36
1445991735,High,80,264,1872086.14,288454.01,26
1446197879,Severe,120,342,3897577.53,550742.99,31
1447449668,High,90,563,5097740.65,215467.42,53
1448008473,Severe,120,500,4444969.68,736886.32,45
1448657934,High,80,144,2537001.13,791954.89,14
1449202590,High,80,130,1268213.87,374639.18,13
1449628615,High,80,142,1085930.46,296426.1,16
1451481949,High,80,16,796527.28,602192.52,5
1451745312,High,90,408,3234335.59,222305.83,35
1452170043,Severe,120,649,4598410.66,653338.72,55
1452302444,High,90,464,3861522.6,141109.37,41
1454071149,Severe,120,610,5685245.02,561216.95,56
1454107110,High,80,3,433895.2,372017.62,2
1454832431,High,80,270,1829035.67,318379.76,29
1455051313,Severe,120,324,2040628.75,538745.09,34
1455880045,High,80,152,1033418.99,256711.74,15
1455968018,High,90,456,3097076.06,207306.06,41
1456823642,Severe,120,408,3646262.98,439650.52,37
1457818178,High,90,623,3583262.6,104161.42,54
1458269233,Severe,120,481,3880122.98,433240.6,47
1458550889,High,80,229,1294813.24,512761.88,23
1458795138,High,80,134,1897776.49,518490.34,13
1460088263,High,90,392,1456658.05,104424.18,36
1460169749,High,90,547,3796780.91,104386.43,48
1460457090,High,80,171,1802596.87,257576.58,20
1460656989,High,80,152,1977352.59,562794.84,15
1460761844,Severe,120,483,4172818.78,523143.7,44
1462026721,High,90,474,4701933.38,193307.06,40
1462119319,Severe,120,323,3457929.95,343432.04,29
1462188980,Severe,120,442,3779007.1,423552.81,36
1463690461,High,90,398,3160923.13,248543.5,34
1464744112,High,80,198,2030464.69,311513.97,18
1465487567,Severe,120,556,5829672.63,382529.58,52
1465780080,Severe,120,348,2676885.77,893144.97,38
1466505185,Severe,120,393,5043259.68,983526.36,38
1469236959,Severe,120,350,3582524.2,315210.3,27
1470139429,High,80,295,2637491.07,591919.92,29
1471350295,High,80,258,2329641.21,901307.61,26
1471451496,Severe,120,414,4280241.79,838247.28,40
1472036353,Severe,120,450,3857153.73,504158.85,40
1472063561,High,80,269,2515189.74,371271.99,24
1472624642,High,90,427,3628494.02,193488.01,41
1472686221,Severe,120,446,3250580.47,301767.91,40
1473212344,High,80,268,2321664.06,467064.13,26
1473729512,Severe,120,495,4811516.85,432683.05,46
1475599175,High,80,141,1711813.55,996626.75,21
1475899462,Severe,120,480,3502129.87,267173.87,47
1476846504,Severe,120,495,4766399.91,564664.18,48
1477351679,Severe,120,433,4317155.07,718170.07,42
1477580916,High,80,156,1302935.25,452606.95,15
1477654484,High,90,574,3370566.27,156134.12,46
1477709910,Severe,120,553,4829754.76,497088.71,51
1477784440,Severe,120,410,3631042.04,276367.84,37
1479785331,Severe,120,326,2401230.58,260570.31,30
1481677505,High,80,194,1823546.63,385642.09,22
1481877210,High,80,266,2526461.57,286585.25,22
1482814621,Severe,120,385,4709883.77,594144.33,37
1483277195,Severe,120,567,4906971.97,398965.42,50
1483698958,High,80,19,1016273.53,427072.45,5
1484054954,High,80,4,915688.45,496359.11,4
1485422671,Severe,120,413,3967937.53,259365.93,36
1486579545,High,90,424,3804846.0,192374.93,40
1487471940,High,90,334,2981940.94,217777.91,31
1487922912,Severe,120,301,1055462.1,281176.21,30
1489948103,High,80,222,1189637.4,395033.59,21
1489987448,Severe,120,457,4848443.99,611065.4,47
1490045067,Severe,120,482,3035858.5,413792.16,47
1490157403,Severe,120,429,3997115.59,437963.96,37
1491102253,High,80,272,1969119.13,671236.68,27
1491736788,Severe,120,318,1686892.8,530618.74,31
1491914813,Severe,120,660,5592513.14,604249.37,55
1491989064,Severe,120,495,2915213.56,539159.8,46
1492464543,High,90,491,4278149.14,199686.86,48
1493416894,High,80,244,2078842.34,332297.17,28
1493436023,High,90,438,4557730.25,227048.71,40
1496915925,High,80,277,2419863.27,413157.68,29
1496970486,High,80,247,3196382.28,878673.15,25
1497040761,Severe,120,354,2418620.33,301111.71,36
1497076387,Severe,120,496,4106338.89,611590.27,44
1497180485,Severe,120,598,4633155.51,270218.58,51
1497614989,High,90,510,3180968.06,151996.45,47
1498829290,Severe,120,374,3896476.34,898789.38,43
1499166311,Severe,120,440,3266384.8,371707.35,37
1500297496,Severe,120,522,3027985.11,275501.17,45
1500611853,Severe,120,506,4726150.58,932591.43,46
1501078538,High,80,277,1431218.56,638960.27,27
1501847079,High,80,300,2483285.07,746733.3,30
1502049772,High,80,276,3735434.22,721932.71,28
1503552540,High,90,361,2257951.97,155235.25,33
1503698870,Severe,120,460,4288338.99,260973.83,43
1503955879,High,90,360,3141574.7,212220.94,30
1503957643,High,90,486,4627173.23,214926.54,47
1504939866,Severe,120,408,3736153.24,442428.2,41
1507824351,High,80,17,690967.5,505450.11,5
1508806123,Severe,120,392,3464345.96,645801.24,36
1509513239,Severe,120,306,3165727.64,552418.09,32
1509536110,High,90,353,2891351.68,228036.29,33
1511525927,Severe,120,409,3758866.0,576417.16,35
1514263332,High,90,314,3214761.1,164065.92,28
1514497590,High,80,281,2722210.77,455794.71,27
1516222221,Severe,120,308,2477786.28,386543.22,29
1517154243,High,90,396,3735535.84,198100.96,34
1518024386,Severe,120,551,3175481.04,480385.38,49
1518281622,High,90,450,3998083.35,134460.21,44
1518800621,Severe,120,444,3591820.77,405925.08,43
1519629717,Severe,120,343,3359410.98,280698.37,35
1519938370,High,80,108,1655070.16,253091.25,11
1520829686,High,80,89,1109137.92,346259.06,17
1521199859,Severe,120,315,1952767.84,331360.4,31
1521469408,Severe,120,455,4223910.1,388947.23,39
1522056161,Severe,120,340,4022153.05,690683.74,37
1522882325,Severe,120,464,3390147.84,251425.51,40
1525212847,High,80,24,889828.65,596461.7,4
1525419573,High,90,309,1450826.16,123563.86,32
1525456341,Severe,120,605,4449481.33,303476.62,49
1526266472,Severe,120,468,3459462.64,451896.75,42
1526403963,Severe,120,456,5666894.93,977533.08,40
1526625712,Severe,120,355,1494701.68,322971.01,36
1527316672,Severe,120,362,3000015.56,460671.31,34
1527850321,Severe,120,655,5262511.81,251249.93,56
1528094038,Severe,120,374,3680923.25,622509.29,36
1528858309,Severe,120,482,3802666.24,299854.53,45
1530097647,Severe,120,367,3117127.41,356809.06,35
1532196553,High,90,342,2867572.03,186860.42,32
1533993400,High,90,381,2939827.94,138871.0,32
1534038841,Severe,120,579,4710725.65,250317.52,51
1534642148,High,80,287,15038597.52,11837365.32,25
1536739631,High,90,434,3593136.31,175052.0,41
1537186500,High,80,224,2272294.95,566055.56,26
1538294668,High,80,284,4194400.86,609663.6,28
1538302188,Severe,120,389,2941789.19,535881.15,36
1539439967,High,80,284,1716904.46,573260.71,30
1542389688,High,90,616,4200479.58,215714.48,59
1542959778,Severe,120,477,3028616.53,638515.62,37
1543016400,High,80,261,3102070.16,757003.45,22
1544260073,Severe,120,528,4908554.37,986472.14,46
1545497944,High,90,540,3891465.91,219799.95,48
1545576573,Severe,120,620,5843286.89,824796.37,55
1545578323,High,90,471,4328043.94,113639.12,42
1546010780,Severe,120,317,1568496.2,330464.94,27
1546584797,High,80,13,331467.35,266286.07,4
1547109628,Severe,120,338,3406979.92,306095.97,37
1547726956,Severe,120,324,2548016.84,421463.68,33
1548599967,High,90,407,3007149.57,249936.29,42
1549241021,High,80,258,2995599.07,534000.54,23
1549465209,Severe,120,337,4044021.11,789233.45,33
1550796319,High,90,520,3449559.18,212571.03,45
1552020454,High,90,467,3802947.6,129292.65,43
1552290493,High,80,239,1877679.43,474769.27,21
1552291084,High,80,123,1436271.02,598993.67,15
1553248818,Severe,120,379,3123827.61,898062.18,36
1553587501,High,80,256,2944946.54,721763.56,26
1553842437,High,80,257,1853192.97,321600.75,25
1555311880,High,90,431,2863198.08,234733.18,41
1556161476,Severe,120,381,4175783.29,710416.64,37
1556506854,High,80,294,2437235.73,712480.59,30
1556728394,High,80,101,922489.38,268731.39,10
1557964273,High,90,465,3411686.99,203392.81,42
1558049693,High,80,128,1188242.12,579566.1,14
1558089048,Severe,120,526,3800155.09,600362.17,48
1558124827,High,90,333,1285376.84,114054.95,26
1558493329,Severe,120,495,5480149.19,581133.45,45
1559070319,Severe,120,441,4207984.86,285840.66,41
1559173194,High,80,286,2599303.76,592545.88,26
1559362752,High,90,328,2250363.31,207833.3,30
1560696776,High,80,250,3036218.08,415350.9,29
1563802337,Severe,120,530,5475948.25,721973.0,48
1565181225,Severe,120,430,3640279.29,428751.14,39
1567870590,Severe,120,462,4809070.94,620143.62,50
1568409726,Severe,120,335,2391170.64,545783.93,35
1570527802,High,80,127,2535766.79,853881.08,16
1571737872,Severe,120,661,5059080.09,294508.56,56
1572456307,High,80,200,1864019.54,765653.18,20
1572784429,High,90,343,2679293.04,203452.94,30
1572900902,High,80,264,3293759.11661274,472021.32,25
1573010512,High,90,402,3147240.28,205969.84,37
1573453389,High,80,233,2828358.57,489399.58,21
1574021353,High,80,220,1272015.16,621453.65,19
1574538339,High,90,368,3260537.29,211169.57,32
1575005674,Severe,120,529,4408028.09,838828.84,45
1575128829,High,80,15,404021.32,309050.64,4
1576373293,High,90,471,2883810.95,171966.26,38
1576773608,Severe,120,615,4820162.83,530570.81,55
1577260783,High,90,345,1473166.4,126964.37,34
1578092082,Severe,120,365,3421178.06,711791.39,33
1578222937,High,80,135,2051288.69,446150.04,13
1579778481,Severe,120,343,2861538.7,710892.76,31
1580253270,High,90,508,4467572.17,219905.36,45
1582224775,Severe,120,467,3552643.45,556913.43,43
1582549219,Severe,120,634,5138501.01,483209.01,53
1585193041,High,80,14,893563.39,700286.15,3
1585295966,Severe,120,302,2390172.79,403895.01,31
1585793862,Severe,120,437,5728438.23,635441.85,44
1585964587,High,80,9,463344.07,294674.34,5
1588965483,High,80,176,1969094.31,301624.06,17
1588987532,High,90,598,3745068.41,213571.48,54
1589528398,Severe,120,404,2976991.49,318238.11,31
1590436113,High,80,6,753197.01,512007.04,5
1591240989,High,80,233,1782096.82,326840.36,27
1593071946,High,80,236,1538898.26,750783.36,22
1593327030,High,80,109,1413112.79,269129.01,12
1596507751,Severe,120,362,3468995.86,485998.88,33
1596737851,High,80,177,2055971.75,576830.82,22
1596975402,High,80,17,464927.7,355522.81,5
1597256314,Severe,120,442,2887232.87,277953.84,38
1597361156,Severe,120,398,3121530.31,417652.28,40
1599117988,High,90,310,2808932.33,113409.86,32
1600389541,Severe,120,603,5706300.08,668004.88,51
1600608885,Severe,120,461,3223761.06,362566.67,41
1600815005,Severe,120,303,2551008.3,448839.48,31
1600963759,Severe,120,378,2973780.06,302985.62,34
1601255403,Severe,120,341,3089814.99,313699.42,31
1601717827,High,80,7,377788.86,318989.47,5
1601920823,High,90,333,1723302.75,114192.47,29
1602019904,High,80,287,3362943.8,263913.36,28
1602646968,High,80,3,554713.809787965,406147.89,3
1602917297,High,80,259,2986218.44,911887.06,30
1603237411,High,80,99,1470492.80105138,643045.63,11
1603624323,Severe,120,358,2913065.37,315587.7,36
1605449667,Severe,120,437,2969756.44,806018.77,41
1605746482,Severe,120,358,2621404.29,389210.36,33
1606233493,Severe,120,414,4180400.37,507899.53,34
1606273725,High,90,420,4415724.44,224793.65,42
1607259918,High,80,234,2024517.49,500224.17,22
1607479460,High,80,251,2996235.03,510615.09,25
1608493105,Severe,120,477,3972537.56,676224.99,36
1609027797,High,80,210,1134683.31,394033.3,20
1609223342,Severe,120,507,4513419.71,624435.37,47
1611025582,High,80,15,542102.98,517145.95,4
1611950289,Severe,120,391,3803308.6,550991.31,35
1612432268,High,80,2,315396.11,258524.66,2
1613951599,Severe,120,699,4180751.53,506927.91,53
1614467801,High,80,276,2088520.58,488176.92,24
1614632149,High,80,154,2761042.44832797,966625.72,15
1615717855,High,80,4,487942.31,441973.01,3
1616344372,Severe,120,334,3342996.35,939101.31,32
1617094294,High,80,179,2483730.42,687868.73,16
1617867934,High,90,451,3253167.11,106643.62,36
1618054607,Severe,120,375,3079946.05,276691.03,38
1618953913,High,90,449,4224995.32,249448.36,42
1619111941,High,90,492,4119517.39,196624.15,47
1619849080,Severe,120,397,3668596.63,496639.09,39
1620338121,Severe,120,383,3494264.71,414924.6,37
1620505423,Severe,120,524,4131839.71,283506.27,49
1621039555,Severe,120,359,1764764.85,469012.51,32
1621674868,High,90,324,2979229.09,131958.78,25
1621910850,Severe,120,332,1836817.37,522560.39,34
1622122920,Severe,120,419,4387826.96,525541.92,38
1622876701,High,90,332,2287134.28,140114.78,34
1623695593,High,80,189,1171008.33,308661.15,22
1623900556,Severe,120,578,4661430.46,390707.08,48
1625211274,High,80,232,829147.03,326980.43,21
1625627485,Severe,120,384,3098020.37,475516.9,37
1625767981,Severe,120,459,3160654.42,278720.4,38
1625915873,Severe,120,350,2548070.77,707079.65,41
1626561086,Severe,120,365,3625464.39,426365.11,36
1626913577,High,90,532,4438915.76,208358.15,50
1628217366,Severe,120,535,3575213.96,417614.73,44
1628284518,High,90,405,2876999.16,201259.48,38
1630401110,High,80,160,2292845.89253808,328169.41,15
1631087634,High,80,123,1791158.900224,451745.58,13
1631823864,Severe,120,347,3775963.82,721456.5,35
1634116122,Severe,120,486,4744973.54,931124.56,43
1634467956,High,80,19,401771.5,338287.43,4
1634476218,Severe,120,306,2149740.4,253086.48,30
1634490858,High,90,565,4944626.83,231987.85,50
1634809349,High,80,290,2291096.58,440700.6,26
1634819220,High,80,236,2789504.0,534129.88,27
1635317333,Severe,120,342,3673963.97,421581.06,35
1635754417,Severe,120,410,3974448.26,457332.16,40
1635889241,High,80,103,937960.01,458806.75,16
1635939733,Severe,120,313,4336886.22,711980.96,31
1636424035,High,80,208,1405229.79,576794.54,23
1637030349,High,80,213,2166542.9,345298.82,18
1637576269,High,90,425,3857069.44,245465.11,41
1638114439,Severe,120,489,3685934.45,491084.16,46
1638168820,Severe,120,470,3599709.19,285435.66,41
1638295908,Severe,120,374,2956503.47,267879.6,35
1638779104,Severe,120,492,5326356.43,670546.36,43
1639387185,Severe,120,439,3698223.49,266524.29,42
1640568537,Severe,120,336,2760604.27,408928.8,46
1640969510,High,80,299,1906456.76,586015.11,28
1641343679,Severe,120,499,4076763.14,349990.65,43
1642257872,Severe,120,429,4087709.09,542836.3,38
1642285706,Severe,120,345,3463780.86,340702.28,31
1642448421,Severe,120,396,2009586.62,606417.05,32
1642858737,Severe,120,386,2473502.83,253531.06,33
1642960898,High,80,15,631480.79,449516.75,4
1646221034,High,90,556,4667980.11,206249.87,49
1646782694,Severe,120,337,2370514.45023873,898375.63,33
1647141070,High,90,365,3079910.65,248809.28,33
1648190990,Severe,120,399,6196092.1,995354.82,40
1649092631,High,90,400,3169948.19,111548.83,39
1649775354,Severe,120,371,4072536.64,386312.45,34
1650284708,High,80,124,2081263.23,823233.03,13
1651325879,High,80,15,786200.27,533790.78,8
1652013105,High,80,3,322668.16,279971.69,3
1652402764,High,90,381,1569936.82,131077.49,30
1653637336,Severe,120,472,4099112.07,490749.66,42
1653852852,Severe,120,386,2944769.91,267004.11,34
1654340975,Severe,120,306,2580102.0,628222.09,29
1654557069,High,90,460,3777118.86,162030.91,43
1654657281,Severe,120,467,3320945.57,405754.64,44
1654730309,Severe,120,365,3914749.23,754390.64,34
1655000545,High,90,449,2628840.5,116377.22,39
1655101808,High,90,414,2950372.42,203892.25,36
1657345925,High,90,495,3298985.24,139159.18,44
1657379341,High,80,15,920486.69,854588.2,4
1657944893,Severe,120,459,3077139.26,427229.44,42
1658099143,Severe,120,432,3531037.29,458905.1,41
1658364822,Severe,120,483,4784846.83,537509.23,45
1660167773,Severe,120,494,4667405.24,891201.86,48
1660547815,High,90,409,3020321.95,115788.07,37
1661392242,Severe,120,403,3420607.76,303792.35,40
1661449450,Severe,120,417,4302331.5,575634.27,41
1661670709,High,90,384,1159280.26,217908.47,32
1661672152,High,80,130,1119589.65,457566.33,19
1661874371,Severe,120,359,3960852.06,290517.67,36
1661948571,High,80,9,1181606.36,419913.72,9
1663992490,High,80,17,608243.01,358643.38,5
1664381223,High,80,127,1013248.26,512361.04,12
1666395444,High,80,223,2144888.55,309346.66,20
1667450920,Severe,120,347,1648945.86,328148.13,32
1668582216,High,90,392,3071764.14,172214.1,39
1669265788,High,80,241,2716702.18,452560.97,21
1670041415,Severe,120,325,1701111.38,460554.43,33
1670820366,High,90,455,3080442.71,141820.11,43
1672045628,Severe,120,488,3876773.65,919471.28,46
1673380014,High,90,484,3269983.05,206933.58,40
1673467085,Severe,120,352,4165286.08,742337.43,35
1674987188,High,80,6,311460.33,269414.18,3
1675266982,High,90,520,4769496.87,113886.35,46
1676300539,Severe,120,326,1854995.13,336257.27,34
1676923232,High,80,17,479382.88,419999.26,4
1677273259,Severe,120,332,4232326.24,462655.48,30
1677797267,High,90,318,2037460.44,183162.22,36
1678717777,High,80,265,2884164.11,311739.17,30
1679827822,Severe,120,353,3408701.11,252698.89,36
1680093563,High,80,280,1631377.61,252789.32,27
1680306976,Severe,120,539,5455692.12,507960.32,46
1682439545,High,90,452,4184784.86,249828.29,38
1682464689,Severe,120,412,4864689.31,658057.76,39
1682971748,High,80,276,2270641.96,256475.48,32
1683628946,High,80,227,1972104.35,349129.86,24
1684892323,Severe,120,428,3567658.49,476452.45,37
1686169129,Severe,120,359,3825817.96,531212.0,35
1687066961,High,90,592,4165923.49,172470.56,48
1687790937,High,80,267,2569236.53,391421.3,25
1688983889,Severe,120,363,1911370.5,361065.23,33
1689102308,High,80,105,2215230.18,485485.46,10
1689748473,Severe,120,394,4007716.13,427763.9,37
1690827680,Severe,120,306,1993119.95,269815.09,30
1692569101,High,80,230,2240652.61,493326.45,26
1692976462,High,90,340,2729490.89,196254.13,28
1694104039,Severe,120,413,4425988.93,792193.09,40
1694897764,Severe,120,454,4216906.79,439048.99,44
1694985383,Severe,120,401,3734701.14,779068.89,37
1695708564,Severe,120,534,4661277.53,357061.35,49
1696316009,High,80,11,643157.78,512725.02,3
1700831270,High,80,263,1931904.56,803868.04,23
1700982359,High,90,357,3357389.42,190886.76,35
1701080414,Severe,120,438,4859964.35,763519.19,41
1701299900,High,80,190,1084982.19,312325.88,19
1701584130,Severe,120,431,2988476.56,315040.69,37
1703300293,Severe,120,598,3825030.55,289749.96,55
1703331502,Severe,120,351,3112924.57,340595.94,32
1703715705,High,90,476,3663943.95,208468.39,43
1706129495,High,90,479,4974232.9,157921.27,43
1706921776,Severe,120,421,3752590.81,908434.21,42
1707922364,Severe,120,413,4112710.66,429281.55,41
1708758596,Severe,120,353,1782912.65,666533.25,30
1708796825,High,80,122,963618.62,359337.29,12
1708855877,Severe,120,492,4107966.23,329185.54,46
1710192824,Severe,120,450,4963159.25,313573.83,41
1711014659,Severe,120,463,3058140.33,599851.96,42
1711328708,Severe,120,389,3240756.33,261007.45,37
1712474718,Severe,120,397,4251808.76,805271.98,37
1713055349,High,90,446,3637297.66,203149.42,41
1713076213,Severe,120,351,2730273.2,332012.72,34
1713263505,Severe,120,335,1262089.02,380582.4,34
1713426884,High,80,215,1677419.05,352163.99,26
